,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
369,12,5,81,ours_random,14,22,15,0.005347490310668945,26,12
370,12,5,81,ours_temp,14,22,12,0.23131775856018066,24,9
371,12,5,81,Bravyi et al. (qiskit),17,20,19,0.004558563232421875,31,17
372,13,5,81,ours,10,17,11,0.004302024841308594,27,9
373,13,5,81,ours_random,16,23,11,0.004466533660888672,22,10
374,13,5,81,ours_temp,13,20,8,0.22922754287719727,24,8
375,13,5,81,Bravyi et al. (qiskit),20,24,16,0.004825592041015625,34,16
376,14,5,81,ours,14,20,18,0.0058383941650390625,31,16
377,14,5,81,ours_random,21,21,19,0.0068438053131103516,33,17
378,14,5,81,ours_temp,11,19,15,0.24620437622070312,25,13
379,14,5,81,Bravyi et al. (qiskit),10,15,18,0.004750251770019531,27,17
380,15,5,81,ours,16,20,15,0.004791259765625,28,13
381,15,5,81,ours_random,24,24,17,0.0050356388092041016,27,13
382,15,5,81,ours_temp,13,19,12,0.2125394344329834,23,10
383,15,5,81,Bravyi et al. (qiskit),15,25,16,0.004269599914550781,23,12
384,16,5,81,ours,14,24,12,0.004427909851074219,27,10
385,16,5,81,ours_random,19,27,15,0.004907369613647461,28,12
386,16,5,81,ours_temp,14,24,12,0.21671652793884277,27,10
387,16,5,81,Bravyi et al. (qiskit),12,15,15,0.004107236862182617,24,13
388,17,5,81,ours,18,23,13,0.0049533843994140625,33,11
389,17,5,81,ours_random,17,25,17,0.0051882266998291016,27,14
390,17,5,81,ours_temp,13,16,12,0.29082822799682617,20,9
391,17,5,81,Bravyi et al. (qiskit),16,19,17,0.004606962203979492,28,15
392,18,5,81,ours,13,16,14,0.00426483154296875,25,14
393,18,5,81,ours_random,17,18,18,0.0047190189361572266,29,16
394,18,5,81,ours_temp,15,14,13,0.21062374114990234,29,13
395,18,5,81,Bravyi et al. (qiskit),19,19,18,0.004575252532958984,28,16
396,19,5,81,ours,17,19,16,0.004852771759033203,27,15
397,19,5,81,ours_random,10,14,10,0.004026889801025391,19,9
398,19,5,81,ours_temp,12,18,10,0.21928644180297852,20,10
399,19,5,81,Bravyi et al. (qiskit),14,21,16,0.004179954528808594,26,13
400,0,5,101,ours,17,29,15,0.0049059391021728516,29,13
401,0,5,101,ours_random,13,16,18,0.00494384765625,26,17
402,0,5,101,ours_temp,17,29,15,0.20700454711914062,29,13
